gene,Rg,Rg_mean,n_pairs_computable,ReproScore,R_self,frac_pairs,empirical_p,evt_p,evt_method,evt_n_exc,evt_xi,evt_gof_p,empirical_FDR,evt_FDR,shuffle_p,shuffle_FDR,shuffle_FDR_low_power,atlas_member,strength_tier
HMGB1,0.2955656393711113,0.25806444380994864,6,0.7416879795396419,0.25806444380994864,0,0.04895104895104895,0.04895104895104895,empirical,NA,NA,NA,0.13226508590747002,0.13226508590747002,0.04895104895104895,0.13226508590747002,FALSE,FALSE,not_member
GNAI2,0.29448009774850725,0.21810627763924872,6,0.7058823529411765,0.21810627763924872,0.16666666666666666,0.01098901098901099,0.01098901098901099,empirical,NA,NA,NA,0.056680161943319846,0.06947890818858561,0.01098901098901099,0.06947890818858561,FALSE,FALSE,not_member
MDM2,0.2906014385807151,0.3378441459997081,6,0.8226768968456948,0.3378441459997081,0.3333333333333333,0.03896103896103896,0.03896103896103896,empirical,NA,NA,NA,0.11658570437196392,0.11658570437196392,0.03896103896103896,0.11658570437196392,FALSE,FALSE,not_member
CDH2,0.28862598255843197,0.26640826704337717,6,0.6300085251491901,0.26640826704337717,0.16666666666666666,0.11688311688311688,0.11688311688311688,empirical,NA,NA,NA,0.23376623376623376,0.23376623376623376,0.11688311688311688,0.23376623376623376,FALSE,FALSE,not_member
GNAQ,0.28785899610898447,0.26760466713586745,6,0.6295822676896846,0.26760466713586745,0.3333333333333333,0.08491508491508491,0.08491508491508491,empirical,NA,NA,NA,0.19020979020979023,0.19020979020979023,0.08491508491508491,0.19020979020979023,FALSE,FALSE,not_member
NDC80,0.28482393701863007,0.12460458842658077,6,0.6176470588235294,0.12460458842658077,0,0.03796203796203796,0.03796203796203796,empirical,NA,NA,NA,0.11625874125874125,0.11625874125874125,0.03796203796203796,0.11625874125874125,FALSE,FALSE,not_member
PSIP1,0.28421261785918184,0.2905623429415578,6,0.711849957374254,0.2905623429415578,0.16666666666666666,0.12487512487512488,0.12487512487512488,empirical,NA,NA,NA,0.24475524475524477,0.24475524475524477,0.12487512487512488,0.24475524475524477,FALSE,FALSE,not_member
CDH11,0.28150405443470106,0.3663665344680273,6,0.7770673486786018,0.3663665344680273,0.16666666666666666,0.1008991008991009,0.1008991008991009,empirical,NA,NA,NA,0.21038535932152955,0.21038535932152955,0.1008991008991009,0.21038535932152955,FALSE,FALSE,not_member
BARD1,0.28121945140814136,0.2900974960473459,6,0.7502131287297528,0.2900974960473459,0.3333333333333333,0.022977022977022976,0.022977022977022976,empirical,NA,NA,NA,0.0833980833980834,0.0833980833980834,0.022977022977022976,0.0833980833980834,FALSE,FALSE,not_member
NUP98,0.2797211788203528,0.31028501409451686,6,0.783461210571185,0.31028501409451686,0.16666666666666666,0.03296703296703297,0.03296703296703297,empirical,NA,NA,NA,0.10592686002522068,0.10592686002522068,0.03296703296703297,0.10592686002522068,FALSE,FALSE,not_member
SMARCD1,0.2792421936481807,0.30103161938693734,6,0.8277919863597613,0.30103161938693734,0.16666666666666666,0.03496503496503497,0.03496503496503497,empirical,NA,NA,NA,0.11053462666365893,0.11053462666365893,0.03496503496503497,0.11053462666365893,FALSE,FALSE,not_member
RABEP1,0.2792182949870671,0.24780866471055735,6,0.7885763000852515,0.24780866471055735,0,0.007992007992007992,0.009828329676757428,gpd,140,-0.176034026697178,0.475,0.05260411230560485,0.06947890818858561,0.007992007992007992,0.06947890818858561,FALSE,FALSE,not_member
PAK1,0.2776977565878571,0.12716233428287543,6,0.5980392156862745,0.12716233428287543,0,0.07392607392607392,0.07392607392607392,empirical,NA,NA,NA,0.17563043017588473,0.17563043017588473,0.07392607392607392,0.17563043017588473,FALSE,FALSE,not_member
CDC73,0.27762712968959224,0.20776219799194964,6,0.6773231031543052,0.20776219799194964,0.16666666666666666,0.06793206793206794,0.06793206793206794,empirical,NA,NA,NA,0.16539981757373062,0.16539981757373062,0.06793206793206794,0.16539981757373062,FALSE,FALSE,not_member
TFRC,0.2770943722954894,0.20963378980173009,6,0.7404092071611253,0.20963378980173009,0.16666666666666666,0.013986013986013986,0.013986013986013986,empirical,NA,NA,NA,0.06230133502860775,0.07120152574698028,0.013986013986013986,0.07120152574698028,FALSE,FALSE,not_member
IGF2,0.27677001618383434,0.15893158892657722,6,0.6257459505541347,0.15893158892657722,0,0.08091908091908091,0.08091908091908091,empirical,NA,NA,NA,0.18549871181450125,0.18549871181450125,0.08091908091908091,0.18549871181450125,FALSE,FALSE,not_member
DCTN1,0.2759005043173112,0.1518975932584249,6,0.649616368286445,0.1518975932584249,0.16666666666666666,0.09490509490509491,0.09490509490509491,empirical,NA,NA,NA,0.21018529493105767,0.21018529493105767,0.09490509490509491,0.21018529493105767,FALSE,FALSE,not_member
LDB1,0.2753021798682217,0.21538431941485456,6,0.6325660699062233,0.21538431941485456,0,0.07892107892107893,0.07892107892107893,empirical,NA,NA,NA,0.18305954400628957,0.18305954400628957,0.07892107892107893,0.18305954400628957,FALSE,FALSE,not_member
PPP6C,0.2722220480951839,0.12459477775505785,6,0.6423699914748509,0.12459477775505785,0,0.052947052947052944,0.052947052947052944,empirical,NA,NA,NA,0.13565519447872387,0.13565519447872387,0.052947052947052944,0.13565519447872387,FALSE,FALSE,not_member
MYH9,0.2718606182370863,0.22212808366929152,6,0.6150895140664961,0.22212808366929152,0,0.055944055944055944,0.055944055944055944,empirical,NA,NA,NA,0.13968197407687852,0.13968197407687852,0.055944055944055944,0.13968197407687852,FALSE,FALSE,not_member
HNRNPK,0.2704769606697144,0.23662368892458255,6,0.7276214833759591,0.23662368892458255,0,0.013986013986013986,0.013986013986013986,empirical,NA,NA,NA,0.06230133502860775,0.07120152574698028,0.013986013986013986,0.07120152574698028,FALSE,FALSE,not_member
SRSF3,0.270007070567361,0.30378723425231136,6,0.7612958226768969,0.30378723425231136,0.16666666666666666,0.06893106893106893,0.06893106893106893,empirical,NA,NA,NA,0.1667961667961668,0.1667961667961668,0.06893106893106893,0.1667961667961668,FALSE,FALSE,not_member
ZWILCH,0.26626969089722996,0.3068676972257882,6,0.7536231884057971,0.3068676972257882,0.16666666666666666,0.0999000999000999,0.0999000999000999,empirical,NA,NA,NA,0.21038535932152955,0.21038535932152955,0.0999000999000999,0.21038535932152955,FALSE,FALSE,not_member
ACTG1,0.26579917607055914,0.2763799727737052,6,0.7208013640238704,0.2763799727737052,0.16666666666666666,0.14785214785214784,0.14785214785214784,empirical,NA,NA,NA,0.2683242683242683,0.2683242683242683,0.14785214785214784,0.2683242683242683,FALSE,FALSE,not_member
ZFP36L2,0.2650668541651713,0.30599350272709797,6,0.855072463768116,0.30599350272709797,0.16666666666666666,0.012987012987012988,0.012987012987012988,empirical,NA,NA,NA,0.06133625410733845,0.07120152574698028,0.012987012987012988,0.07120152574698028,FALSE,FALSE,not_member
CKS1B,0.263792326696727,0.2469584751376924,6,0.7011935208866155,0.2469584751376924,0.16666666666666666,0.07792207792207792,0.07792207792207792,empirical,NA,NA,NA,0.18181818181818182,0.18181818181818182,0.07792207792207792,0.18181818181818182,FALSE,FALSE,not_member
VEGFA,0.26292937774499103,0.2759480405731189,6,0.7097186700767264,0.2759480405731189,0,0.0979020979020979,0.0979020979020979,empirical,NA,NA,NA,0.21038535932152955,0.21038535932152955,0.0979020979020979,0.21038535932152955,FALSE,FALSE,not_member
POLD1,0.2629063736518601,0.2734602789687242,6,0.7195225916453538,0.2734602789687242,0,0.06993006993006994,0.06993006993006994,empirical,NA,NA,NA,0.16817538289930928,0.16817538289930928,0.06993006993006994,0.16817538289930928,FALSE,FALSE,not_member
MKI67,0.25830455418562037,0.27506089280185636,6,0.7190963341858483,0.27506089280185636,0.16666666666666666,0.0989010989010989,0.0989010989010989,empirical,NA,NA,NA,0.21038535932152955,0.21038535932152955,0.0989010989010989,0.21038535932152955,FALSE,FALSE,not_member
XIAP,0.25756208807475467,0.22887291669559123,6,0.6837169650468883,0.22887291669559123,0,0.16283716283716285,0.16283716283716285,empirical,NA,NA,NA,0.2901462174189447,0.2901462174189447,0.16283716283716285,0.2901462174189447,FALSE,FALSE,not_member
SMARCA4,0.25687888894791966,0.2849204784925747,6,0.7774936061381074,0.2849204784925747,0,0.06693306693306693,0.06693306693306693,empirical,NA,NA,NA,0.16398601398601398,0.16398601398601398,0.06693306693306693,0.16398601398601398,FALSE,FALSE,not_member
ERBB2,0.25682012536301935,0.19044955496717847,6,0.6888320545609549,0.19044955496717847,0.16666666666666666,0.08191808191808192,0.08191808191808192,empirical,NA,NA,NA,0.18561785035773476,0.18561785035773476,0.08191808191808192,0.18561785035773476,FALSE,FALSE,not_member
MAP3K7,0.2540068510407464,0.23029824638924243,6,0.7195225916453538,0.23029824638924243,0.16666666666666666,0.04695304695304695,0.04695304695304695,empirical,NA,NA,NA,0.1278166278166278,0.1278166278166278,0.04695304695304695,0.1278166278166278,FALSE,FALSE,not_member
GATA3,0.25397491907759934,0.3184548903801528,6,0.8171355498721228,0.3184548903801528,0.16666666666666666,0.016983016983016984,0.016983016983016984,empirical,NA,NA,NA,0.07007729112992273,0.07741096113189137,0.016983016983016984,0.07741096113189137,FALSE,FALSE,not_member
CSDE1,0.2523225916094589,0.23548078554705368,6,0.7340153452685422,0.23548078554705368,0,0.03796203796203796,0.03796203796203796,empirical,NA,NA,NA,0.11625874125874125,0.11625874125874125,0.03796203796203796,0.11625874125874125,FALSE,FALSE,not_member
ZMYM2,0.2518746186049282,0.23458076578864748,6,0.808610400682012,0.23458076578864748,0.3333333333333333,0.00999000999000999,0.01153746588264204,gpd,250,-0.26194006677655446,0.15,0.05439005439005439,0.07120152574698028,0.00999000999000999,0.07120152574698028,FALSE,FALSE,not_member
SMC1A,0.25165172295975086,0.22744820856469472,6,0.7182438192668372,0.22744820856469472,0,0.07592407592407592,0.07592407592407592,empirical,NA,NA,NA,0.17929058892914315,0.17929058892914315,0.07592407592407592,0.17929058892914315,FALSE,FALSE,not_member
IDH1,0.25067326674625495,0.18838842085544905,6,0.6854219948849105,0.18838842085544905,0.16666666666666666,0.054945054945054944,0.054945054945054944,empirical,NA,NA,NA,0.1380670611439842,0.1380670611439842,0.054945054945054944,0.1380670611439842,FALSE,FALSE,not_member
ITGB1,0.2491424245185564,0.2735774492232151,6,0.7399829497016198,0.2735774492232151,0.3333333333333333,0.04695304695304695,0.04695304695304695,empirical,NA,NA,NA,0.1278166278166278,0.1278166278166278,0.04695304695304695,0.1278166278166278,FALSE,FALSE,not_member
SSB,0.2488148329349234,0.16223054845017848,6,0.6355498721227621,0.16223054845017848,0,0.04095904095904096,0.04095904095904096,empirical,NA,NA,NA,0.11982047802943326,0.11982047802943326,0.04095904095904096,0.11982047802943326,FALSE,FALSE,not_member
KTN1,0.24877899848594093,0.3133196997362554,6,0.7894288150042625,0.3133196997362554,0,0.017982017982017984,0.017982017982017984,empirical,NA,NA,NA,0.07266959844279432,0.07920169717922527,0.017982017982017984,0.07920169717922527,FALSE,FALSE,not_member
HRAS,0.2469998594454079,0.2831118881827081,6,0.6606990622335891,0.2831118881827081,0.16666666666666666,0.16383616383616384,0.16383616383616384,empirical,NA,NA,NA,0.2906053222795304,0.2906053222795304,0.16383616383616384,0.2906053222795304,FALSE,FALSE,not_member
SUZ12,0.24489257399058637,0.3349908187288583,6,0.8384484228473998,0.3349908187288583,0.16666666666666666,0.04395604395604396,0.04395604395604396,empirical,NA,NA,NA,0.12396236856668512,0.12396236856668512,0.04395604395604396,0.12396236856668512,FALSE,FALSE,not_member
CRBN,0.2442234282830194,0.2589337511381242,6,0.7169650468883205,0.2589337511381242,0,0.12187812187812187,0.12187812187812187,empirical,NA,NA,NA,0.24251890241737956,0.24251890241737956,0.12187812187812187,0.24251890241737956,FALSE,FALSE,not_member
EZR,0.24011954800186663,0.2563622018347695,6,0.7169650468883205,0.2563622018347695,0,0.10589410589410589,0.10589410589410589,empirical,NA,NA,NA,0.2173324058140812,0.2173324058140812,0.10589410589410589,0.2173324058140812,FALSE,FALSE,not_member
SFPQ,0.23784599506742665,0.18499412042658242,6,0.7127024722932651,0.18499412042658242,0,0.04395604395604396,0.04395604395604396,empirical,NA,NA,NA,0.12396236856668512,0.12396236856668512,0.04395604395604396,0.12396236856668512,FALSE,FALSE,not_member
ATRX,0.23585956432715527,0.25415978061057143,6,0.7442455242966752,0.25415978061057143,0,0.08191808191808192,0.08191808191808192,empirical,NA,NA,NA,0.18561785035773476,0.18561785035773476,0.08191808191808192,0.18561785035773476,FALSE,FALSE,not_member
AXL,0.2350747129371441,0.23504094888421437,6,0.7003410059676044,0.23504094888421437,0.16666666666666666,0.1008991008991009,0.1008991008991009,empirical,NA,NA,NA,0.21038535932152955,0.21038535932152955,0.1008991008991009,0.21038535932152955,FALSE,FALSE,not_member
KEAP1,0.23329646028838863,0.2822141166904826,6,0.7212276214833759,0.2822141166904826,0,0.14185814185814186,0.14185814185814186,empirical,NA,NA,NA,0.2623037340018472,0.2623037340018472,0.14185814185814186,0.2623037340018472,FALSE,FALSE,not_member
MRPS31,0.22858966969771,0.22054054268356066,6,0.6479113384484229,0.22054054268356066,0.16666666666666666,0.04395604395604396,0.04395604395604396,empirical,NA,NA,NA,0.12396236856668512,0.12396236856668512,0.04395604395604396,0.12396236856668512,FALSE,FALSE,not_member
